,user_id,name,time,rating,text,pics,resp,gmap_id
53506,106959225289983424573,Rhonda,1518202684113,5.0,Anthony's Steakhouse was good and So was the band at Ravello!,,,0x80c8cc1449fff7e7:0xc04c73959734c863
23278,110520242434580027752,Grant Spear,1603659092393,5.0,The 3 for $10 deal was like fast food prices for sit down food!,,,0x80c8d01a85f6e1a9:0x5859654d3e9f6ff
71782,106556656185037134760,Markie Mark Pears,1509955665308,5.0,GREAT LOCAL GROCERY STORE  FRESH PRODUCE AND EXCELLENT HOSPITALITY   5 STARS,,,0x80c8c3e8ff2b3d7f:0x13a3b9138ea8fe95
52347,101577519682340170602,Richard Goodrick,1563387580461,5.0,"This is as good as any buffet we have ever eaten at. Very fresh, flavorful, wonderfully prepared food. The ambiance in the dining room is quiet and beautiful. You will not regret coming here.",,,0x80994085fb82f81f:0xb80b42ad6bfc3176
5336,100203374507862787818,Dave Williams,1540357218913,1.0,No people skills and over.priced,,,0x80ce447668d041d3:0xe7c955d5ff5e73dc
94289,112645031953484563285,Ernie A,1485349174764,3.0,Too much smoke in the air for such a nice hotel & casino,,,0x809941da678e7fcf:0xf52c25edc8e5c982
4075,101616014455788428722,Alicia Chavez,1553713181856,4.0,Nice places but dose get super busy,,,0x80c8cfb57c1593b3:0x8e6b3da54b69cf0e
81350,116285524330823603922,Scott Burley,1619229474533,5.0,"I am not one of those people from Louisiana that knows the southern food well, but I can tell you this food was great! Super nice change from the same old thing.",,,0x80c8eb682be17b6d:0x9c61c8c4c5915636
70353,100260129043727682443,John Bright,1487694939635,4.0,"Fun place to go, if you've never been before.  Not a lot changes year to year though, so if you frequent vegas, and have gone before, you can skip it.",,,0x80c8c43dd68e55e5:0x49a6cd9065f309a7
5420,102697543365799608866,Brenda Podnar,1549317180386,2.0,"I have been pretty happy with this restaurant over the years even though there are times When you walk in and there is an aura in the air as if you are not important.  On Saturday, We had a problem and manager, waitress and bartender handled situation as if we were the problem.  As many times I have gone into this restaurant, I can say the employees need training on the appropriate way of handling customers.  The employees aura could use an improvement.  The customers are your business!",,,0x80994069562ef1e5:0x70e82b59f50ca491
36998,111209632250616012375,Darcie Jenkins,1610249028383,4.0,"Ordered delivery through Postmates. We ordered two pizzas; a thin crust and Sicilian style pizza, fettucine alfredo, appetizer sampler and garlic bread. The pizza was good, but was a little cold. Same with the appetizers. I'm sure they would both have been better fresh. We preferred the thin crust pizza. We would order the fried ravioli again, but probably not the mushrooms, zucchini or mozzarella sticks. Again, this was delivery so it probably affected the quality. Fettucine was good, lots of sauce, but we prefer more garlic and would ask for that if we ordered again. The marinara sauce that came with the appetizers was very good. Both pizzas were huge. Good value for the price.",,,0x80c8c124d00b4e2b:0xc42765dc240d7f8c
35711,111920338687529649981,Rhoda Beachy,1568396734416,5.0,Fun place to hang!!!,,,0x80c8c43dd68e55e5:0x49a6cd9065f309a7
56332,115664782627301332411,Lynne Grill,1454817350639,4.0,Very well appointed rooms friendly and helpful staff beautiful recreation area close to everything downtown would recommend a car parking is very easy,,,0x80c8c430cb5147bd:0x7739e012bcbfe8e4
18986,115971902679322745137,Sonia Burkhalter,1548641441542,5.0,The best place for karaoke.  The owners are always sweet and helpful.  Private rooms.  Good atmosphere.  And you can buy drinks here.  You have to be 21 or older or if youre a minor be with you parents.,,,0x80c8c5013f6f7f47:0x6bb6456b1dbb2d89
32626,116241452896569889478,Javina Quilici,1529265927809,2.0,"Above average price and below average quality! The restaurant was nearly empty, it took over 30 minutes just for our food to come out but they brought two out of three meals. 5 minutes later they came back to ask if everything was okay, I told them they forgot one of our meals but we didn’t need it at this point. Another 10 minutes later, once everyone was finished eating, the final meal came out. Honestly wouldn’t go back.",,,0x80c8bf6e3e826669:0x31139359b29ac47d
11998,115992993043387270663,Vivian Estrada,1572151724401,5.0,Always a good time!!,,,0x80c8c3a00753db23:0xd1adfef5affb8705
70060,106693676887685501201,Angel Baez,1576010259964,5.0,Great attitude great customer service with a smile,,,0x80c8c1b54697522d:0xca362f7e3666cecd
59009,105451673780567392611,Tassia Reed,1598037753202,2.0,Why use a punch card system with 7car washes and the 8th one was supposed to be free that didn't happen I have been going here for years and I loved the service until NOW I still had to pay for a car wash on the 8th wash that wasn't FREE,,,0x80c8db6643c79ad9:0x9ce2198944512f80
35454,102621047498437081596,Khanh Huynh,1579049647890,4.0,Has some cool items if you're a die hard fan,,,0x80c8c42cbe74c97b:0x1341c0274e5a4b94
74854,108373511887613372452,Necole D,1574811183401,5.0,"I just wanted to take a second to mention the more than outstanding customer service I have gotten from Ms. Brittany Anderson! She helped my fiance and I (purchase a beautiful accent cabinet) with compassion, care and understanding!

In a day and age when competition is fierce, the only thing to me that sets like companies apart is the kind of attentiveness and courteous customer service that she has given me. Thank you so much for all of your assistance!

She is a very hard working individual and she pays attention to detail. She is a rare gem! I can't wait for the delivery of our new cabinet.",,,0x80c8c3b9a0253ae9:0x855f78efd024d03e
3691,106016326872318974677,Francisco Campos,1565906515577,5.0,"(Translated by Google) Kensy Herrera good treatment good attention and I got the fast credit thank you very much

(Original)
Kensy Herrera buen trato buena atencion y me approvaron el crédito rápido muchas gracias",,"{'time': 1565907978581, 'text': '(Translated by Google) Francisco, Thank you for contacting us. It is good to know that we are doing a great job and providing the best customer service you deserve. We hope to see you again soon! -Frankie\n\n(Original)\nFrancisco,  Gracias por contactarnos. Es bueno saber que estamos haciendo un gran trabajo y brindando el mejor servicio al cliente que se merece. ¡Esperamos volver a verte pronto! -Frankie'}",0x80c8c17ba8c7c215:0xf809163ce2e8f9f1
27043,106409784011429660080,Tom Weisser,1517429767635,5.0,Great service,,,0x80993f7c4456c51f:0x516b96d8799ecfd1
30044,118164513943703565555,Mary Mitchell,1595198981318,5.0,Had a great time. Very clean and observant of the mask mandate. Polite and nice. Cant wait to go again.,"[{'url': ['https://lh5.googleusercontent.com/p/AF1QipODvidyVxDLA0UyRigpNm8YmkmY_Q8JML6p_Hun=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipNVsZnR5DkMcB5cz-XUy-96182XoV5U2uc3i2dK=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipOM6bHdAE9Q2jBtE-GahTmvLKd_Nko2HJw-rm5i=w150-h150-k-no-p']}]",,0x80c8c43c44cae095:0x77c9c8f2a2af3ff7
1436,115787561927653818998,Laura Paasch,1617393871731,5.0,My experience was awesome. The entire staff was so nice and at no point did I feel any pressure. Erik is the best! He was patient and informative. He went above and beyond. I love my new Q3.,,"{'time': 1617434422814, 'text': ""Laura, we're so glad that we were able to go above and beyond your expectations! We're always here to provide exceptional service at a great value -- we hope you'll consider us again in the future!""}",0x80c8c125d4696f09:0x427c57daddb2f04b
94955,102800611679807257340,A S,1621461010770,1.0,GNCU is as terrible as Wells Fargo and B of A. There is ZERO customer service. Their Drive Up windows are all automated now and totally worthless. In the process of finding a new credit union that actually still takes care of their members!,,"{'time': 1621534630996, 'text': 'Hi A S, thank you for taking the time to leave us feedback on your experience with us. Our goal is to provide the best service to all of our members. We are looking into this further, and would appreciate if you could please confirm your contact information we have on file for you by emailing wecare@gncu.net and our Member Services team will contact you directly for follow up as soon as possible. Thank you!'}",0x8099390a34ce613b:0x4a4eaf32e8cbd57a
24503,107324449530865523369,Hedy Arely Ruiz,1579483198478,5.0,😍😍😍🤗🤗,,,0x80c8c6b400c01771:0xb6bcb673ce054f05
98714,105688539382610555671,IF A BED BUG WAS A PERSON I'D BE THE PRIME EXAMPLE,1499341262085,3.0,Not bad of a place,,,0x80c8c506baeaa995:0xcbf45add6845103b
54453,116307186139284425051,denise leavitt,1563936988894,4.0,I've had better corn dogs.,,,0x80993eda37a11af3:0x114527147ece9e4b
90591,106626115742692447243,Ben Koller,1605727920558,5.0,Always on time and very professional! I will always bring my Toyota's here!,,"{'time': 1605728877764, 'text': 'Thank you for reviewing us, Ben! We strive to deliver efficient service, and it is great to hear that you are confident in the Dolan Toyota team to get the job done. Safe travels, and we are looking forward to seeing you again down the road!'}",0x80993f7d7198f873:0x8785f47da9e75cdf
77633,113871823394260620678,Nathan Davey,1594247836637,5.0,Great opportunity for real estate agent and broker training. It prepared me to pass the exam on my first try! The instructors are helpful and prompt to answer any questions.,,"{'time': 1594252084338, 'text': ""Thanks for the review Nathan. We're glad you enjoyed ARTI Academics and will see you back here soon!""}",0x80c8bf36f02cba09:0xb8b5fd84e2eb9432
34721,100201040717075899765,Chris N.,1606078109689,3.0,Food is okay but the drinks are the best! I’ve had the food 2 different times and although it’s always hot and fresh there is just something about it that I’m not a fan of.,"[{'url': ['https://lh5.googleusercontent.com/p/AF1QipOjGYXH_ZIh96hgm7auEQ11wUZcishXNRBSRHb1=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipMrf4_IW0jSMgky8G5wGPifFlyxxEPE4x0A5rJU=w150-h150-k-no-p']}]",,0x80c8bff27930b81b:0x487fee6c3ebdee02
43266,111119438576319391664,Veronica Miller,1479661312057,5.0,"Their prices were perfect, and the product was of great quality. They had me digital images of what I was ordering within 24 hours of requesting a quote. I am more than happy with their service, and I look forward to using them again and again. (:",,,0x80c8c16a017d4cd9:0xb11e90ecb3a585de
19269,102839987749552195159,chuck nelson,1617935448564,1.0,"Person I spoke to on phone and made reservation with neglected to inform me that I needed all vaccination records or no admittance. The Owner refused to believe me about being unaware of records requirement and kept contradicting me, she then made a snap judgement that my dog was too aggressive. (He had barked at another dog), my dog is a large Black Lab and most of their dogs were small dogs. They checked my dog to see if he was ok and they said he was so. I was on time for drop off 4:30 after riding Kirkwood that day but it was a no go because of no records. As I stated I cannot follow rules that I am unaware of. They did attempt to help us find another sitter and were professional after the initial problems, I do respect their standards after they were explained them however this was the first time I had ever used a boarding facility and was flying blind on the occasion. I would say that they are pros however.",,,0x80999a9cf2cb0739:0x154a1685c86639ba
10139,100276744017341560691,Ken A,1530244566459,3.0,"$33 for breakfast with coffee and tip. Home fries not so good , biscuits and gravy were not that great... lacked sausage. My wife's Omelet looked good.Decent service and my eggs were cooked correctly. Looks like they have good dinners.",,,0x80c8ea3e4ec89ccf:0xf0dd46da8adb068a
26956,116785443410231133754,Heather Mccabe,1498600677861,5.0,Always fast and have great patience with my 4 year old,,,0x8099a1c4d29dec89:0xd5c9dc289ddb9da4
70865,108767344877791651964,estuardo herarrte,1557798960311,5.0,Very nice people,,"{'time': 1557964251592, 'text': 'Thank you!'}",0x80c8c42ea7c23339:0x11f268ff37e93cf8
14256,116911798594678194734,April McLeod,1527810392762,4.0,Very nice staff. Great fabric selection. Prices reasonable.,,,0x80993f87c21e9a0f:0x1cbd0c97a44a14db
81823,109194081200068950482,Steffany Chavez,1542781346389,5.0,Pleasing,,,0x80c8c388aee8518f:0xb9dd7a904d40fe40
10671,116617455226883580787,Elisa Nunez,1561828453629,4.0,"New tower, this was my dream hotel to stay here, and I got the chance,  it's a beautiful room but I just expected more. The pool is gorgeous as well as the grounds.","[{'url': ['https://lh5.googleusercontent.com/p/AF1QipNjl_H4Y7fRSjcvnIHj86WOv7NYh715qNrmcQDH=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipOJaxse0v_CnobosSN7-QCcs7bTGCvSnuX9ytWX=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipMHyOgbWNMI4knZP4Erl-ZOouM1-ZRGGWkqYGu9=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipPxJVykrB-i-lCoLAxysfX4PXPCDDiWnFkAfNiq=w150-h150-k-no-p']}]",,0x80c8c43c44cae095:0x77c9c8f2a2af3ff7
73971,117139247042141829259,Ruth Hanson,1511597220073,5.0,Daughter loves this place. Very nice enviroment peaceful,,,0x80c8c02e6af416c5:0xef3d57daf54fb4b1
17685,116852476328657839363,natalscar,1583162588155,3.0,The food was alright and staff were okay. I would go again on occasion.,,,0x8099469413793185:0x87cea1cd39521b05
39979,102495732247222053336,C,1487131984460,5.0,Delivery is always good - thank you guys!,,,0x80c8ce714f962f85:0x2fac5256a14c6883
6209,104084067673091556644,Alan LaRage,1493741156255,5.0,Better than gameworks for sure. Better drinks and staff and management are nice,,,0x80c8be555c2b005f:0xd3fc9691c1a15be0
29078,102405168460262168639,Adetunji Babawale,1566169450339,5.0,"Awesome food, we will definitely come back",,,0x80c8c508c3341de3:0x5a321fb755275b24
2129,117609049200925666557,Dan Clements,1608330113769,5.0,Great BBQ store! They had great gifts for my son.  And a replacement thermometer for his grill. Cool grills too. Worth checking out.,,"{'time': 1608330974179, 'text': 'Nice to hear. Happy we could help you find that perfect gift for your son.'}",0x80993ee08e3edfb3:0xdef07f3068c8b897
24304,111361957931380352280,Sharown Summers,1504291777430,4.0,"Moving is never fun, it hard work. After a long hard moving experience We chose this storage facility. Becky, the desk person was amazinf and helpful through the whole process.
Even a month later downsizing to a smaller unit, she showed her genuine helpful self again. Its always nice to have great cusomer service with a smile. Thanks BECKY FOR SHOWING KINDNESS AND COMPASSION.",,,0x80c8c0e2c245eb9f:0x2a2c266a4ff16e1c
96070,114130808161522659872,Kierra Brewer,1485447815801,4.0,Employees willing to go above and beyond to correct mistakes. The Turkey Del Taco tastes great!,,,0x80c8e9e9abc3d5b5:0xf788ad63fe7d79e8
68264,103033564746032670981,Nicole Edwards,1506707637441,5.0,It was a little pricey after but my truck look beautiful will go back,,,0x80c8c65000000001:0x3210026c007df1d6
74719,100221258926717935401,Christina Dixon,1618627108600,1.0,Today we go in about every two weeks or so and have never been treated the way we were treated today by the nail techs. Very disappointed. Diane did a fabulous job on mine and my daughters nails other then I soaked and had to remove my old set myself. I went on for a new set and my youngest daughter had a new set and pedicure my oldest was asked several times if she was getting a pedicure and she said yes by the time my set was done and my youngest was just about done my oldest was still waiting being passed over and ignored and treated very poorly. Diane was great but the one tech we used was very rude today and completely continued to pass over us at our appointment time and took others that came in after us. I don’t think we will be returning ever again. Very very upset. And disappointed in the way we were treated today. Thank you Diane you did an amazing job on mine and my daughters sets today.,,,0x8099a00cbea04a2b:0x8d49ad9d0540d39
55184,110868141955384450928,Mike Petersen,1535418430349,5.0,Wow! Our room was very comfortable and clean. It looked brand new. Check in was easy with kiosk. Everyone treated us well and were happy about our stay. We'll be back!,,,0x80c8c43c44cae095:0x77c9c8f2a2af3ff7
33119,110301990597411835087,Andre Moore,1601543379077,5.0,I love this gym,,"{'time': 1601571086756, 'text': ""Thank you for your feedback, Andre! We're pleased to know our Planet is right for you! 👍""}",0x80c8c7c7872da85d:0x481e33fab2d43def
73460,111304278634883309920,Raymond Alpert,1512749789244,4.0,"Huge outlet mall just north of The Strip near The World Market, The Smith Center & the Lou Ruvo Cleveland Clinic Center for Brain Health.",,,0x80c8c396eaebca97:0xe531334800dea520
2533,100141374996713402881,Debbie Standerfer,1548669508228,5.0,Awesome,,,0x80c8c375619da61f:0xd29657d04cdc6e02
17723,100536908475414437529,Little Leigh Lee,1504138521101,5.0,Gorgeous suites with incredible ocean views. A warm family atmosphere in a classy resort style vacation environment. Excellent place to take children.,,,0x80c8cf3b0c000405:0xf5908f7dcb946a05
54870,116475200048277788213,Josh Webster,1545250041854,5.0,Nice and fairly easy to navigate. Went for did and the wait was less than estimated.,,,0x80c8c43c0ad858b9:0x7a779b119e53e345
18915,115595155521844623004,Lindsay Krasniqi,1596912542096,5.0,"Always enjoy coming here, the theme  always different each visit.  This visit was Asian themed and each display was full of beautiful flowers.  When you enter, you can automatically smell the aroma of the flowers.  It is a free display and totally a must see when visiting the Bellagio and The Vegas Strip.",,,0x80c8c43ac9848249:0xc6fc6b3ca0d29325
96069,107635886239981131825,Hayle Watkins,1595484581513,5.0,They always have super cool pieces for AMAZING prices.,,,0x80c8c391cce734c3:0x9d962a247761d8e8
75369,101428702967705524774,hamster pinkie,1600228378525,5.0,Clean. Good stock of most items,,,0x80c8c8c0b0dfefc7:0x2039dc124fb890d7
17984,113502368315223031219,Shannon Cartee,1502782290220,5.0,Alex rules!,,,0x80c8c51b24af252f:0xcc3b873a607fda4b
48822,115880137513254846718,Cayla Sprague,1609879920540,1.0,People here are so disgustingly rude I have no idea how these people have jobs in customer service. Drive half a mile and go to any others in the area.,,,0x80c8d004af9046af:0xe0854cee4ad61a5e
5176,111218588549039942669,Hussein Nurbhai,1490220179760,5.0,"Amazing Bagels, and a Hot Cup of Tea. (I'm English).....",,,0x80c8c5b17d1be05f:0xd238911718971219
16409,106907747887024710049,Kendal Boo,1599585298937,4.0,"They sanitize every theater VERY thoroughly, and they have nice recliner seats.",,,0x80c8eafdfaab85ef:0xc51156c6dc22277e
89892,117259161025471281468,NALLA&멍군,1568746353464,1.0,"(Translated by Google) Ah ..... real ... it's the worst restaurant in life. Chicken really ..... I thought I picked it from the salt field.It's the best food I've ever eaten. I couldn't eat all the pizzas I ordered, but it's big thanks to the appetizers ...

(Original)
아.....진짜...인생 최악의 맛집입니다. 치킨 진짜.....염전밭에서 주워온 줄 알았어요...먹어본 음식중에 제일 짭니다.  시킨 피자도 다 못먹긴했지만 에피타이저로 시킨 얘 덕분이 커요...",[{'url': ['https://lh5.googleusercontent.com/p/AF1QipMUVY46BQMFJirMQeCGfBwKmQwnkpPQa6GnnjOs=w150-h150-k-no-p']}],,0x80c8c43a173f243d:0xadf76c07af6e3b39
10852,116929392574567452473,Danae Bell,1549314286035,5.0,"I've had bad luck with carpet cleaners in the past, it seems like they're all about the up-sell. Chris was very honest, took the time to explain all my options and didn't pressure me into anything. I was moving out and he did an amazing job. I will definitely be using him in the future.",,,0x80c8c8a16a69d08f:0x67cfb5e7b4d04a44
12942,102836359953230695243,Michael Jessier,1575311160454,5.0,Great service,,,0x80c8b8bc824eb111:0x78523907bef15e8e
83313,103687129135129958628,Don Chapin III,1577726973421,5.0,Such a great place for a family hike!,,,0x80999d937faefb97:0x1286410f87ec2eb7
68166,115734973026827194346,hunter hying,1579518710356,5.0,"Food was great, service was really good. Wait times were not to bad. Overall very good.",,,0x80c8c515bf5a94f7:0xced13f5efd288871
37412,108335439221967778059,Woonsung Baik,1566435593112,5.0,Buffet is good.. except high price,[{'url': ['https://lh5.googleusercontent.com/p/AF1QipPAuOkOS81XKSJyb6iXa-x8wf3cYWz0y4NGe7KF=w150-h150-k-no-p']}],,0x80c8c43c44cae095:0x77c9c8f2a2af3ff7
88309,107776869905489201518,Pete Brennen,1526865070410,4.0,My not be the classiest hotel down the strip but is certainly the friendliest. Not as crowded. All staff are friendly and have time for you. Great access to everything on the strip and a short ride to downtown Vegas. Great place.,,"{'time': 1526941712591, 'text': 'Thank you for this honest feedback. We’re happy our staff was friendly and you liked our location. We hope to see you again soon!'}",0x80c8c5996d9061fd:0xb197cd94aed6d761
85931,106917745269408423454,Ryan Scott,1600895301927,5.0,Good eats,,,0x80c8ce5e9892cdc9:0xc03aac41517c905d
86496,100212823101109993496,Colin Covitz,1554270970421,5.0,"Local haunt for me and gf. Great happy hour specials, good sports watching, and a nice atmosphere for relaxing",,,0x80c89355b70e002f:0x8baf2aa823dcd8c3
48002,109151735155537773479,Paul Mangum,1541905935024,3.0,If you get there early you can usually get out early part that does suck about this place if you're not there early in the morning when they open at 8 you could be there all day,,,0x80c8c3a0172a732f:0xbce7c0b58582c09a
68689,110100819262934837528,Rose Jones Wade,1502821126404,5.0,Aaron and Jay helped me with top notch service! I really enjoyed my experience! They stopped whatever they were doing to go above and beyond to take care of my needs!,,,0x80c8ea96166a41d5:0x55de1b00dc20c70c
40933,106047031653755917542,Tammie Nelson,1462300977060,5.0,"I love love the staff,they have helped me so much,I look toward to seeing my two favorite nurses everymorming,2yearsand counting,😇thnks you guys you have saved my life",,,0x8099408433f75001:0xa127dca89e961386
32645,113299322948370908336,Joshua Abercrombie,1516680297272,5.0,Very good time shares!!,,,0x80c8c5b18410bcc5:0xb2cabc677b0bf67b
81468,112545996828630032738,Jimmy Greene,1568703967632,5.0,Great food and the best burger in town,,,0x80c8c4211d1e235d:0x8953466db6b939a1
39827,107393574291052662999,Andrea Jake,1557257566840,5.0,I will be thinking about this food when I get back to Indy! Excellent. The cheese grits are wonderful.,,,0x80c8c2482d65ca79:0x3c9243f3ebf6602c
62085,108595625556675531143,Dakota J,1612210454622,5.0,"Today was my first time visiting and I had a great experience. I came here specifically to browse the huge selection, but also had intentions of finding a specific beer I wanted to try. A gentleman asked me if I needed help so I told him a description of the beer and he found it for me immediately. I enjoyed browsing and learning what I can find here. 5/5 stars!",,"{'time': 1612280568129, 'text': 'Dakota - thank you for sharing your experience at our Henderson store and are thrilled to hear your first experience was a great one. We appreciate you letting us know our staff was able to help with what you need! We want to make sure you find exactly what you are looking for. Hope to see you back soon!'}",0x80c8d057cc05a5d3:0x808cf47c360d5fde
64061,104756119399476373581,angel Risco,1611762336477,5.0,"(Translated by Google) Very good. Attention. Good igiene and very attentive

(Original)
Muy buena. Atención. Buena igiene y muy atentos",,,0x80c8c5360d74ebfd:0x319add9b18256403
