user_id,user_name,time,rating,review,gmap_id,business_name,latitude,longitude,business_desc,avg_rating,num_of_reviews,label
110520242434580027752,Grant Spear,2020-10-25 21:06:40,5.0,The 3 for $10 deal was like fast food prices for sit down food!,0x80c8d01a85f6e1a9:0x5859654d3e9f6ff,Chili's Grill & Bar,36.0062494,-115.1122547,"['Tex-Mex restaurant', 'American restaurant', 'Bar', 'Bar & grill', 'Hamburger restaurant', 'Mexican restaurant', 'Restaurant']",4.2,1232,relevant
106556656185037134760,Markie Mark Pears,2017-11-06 09:20:00,5.0,GREAT LOCAL GROCERY STORE FRESH PRODUCE AND EXCELLENT HOSPITALITY 5 STARS,0x80c8c3e8ff2b3d7f:0x13a3b9138ea8fe95,Smith's Food and Drug,36.1612898,-115.1745909,"['Grocery store', 'Propane supplier']",4.2,868,relevant
101577519682340170602,Richard Goodrick,2019-07-17 19:00:00,5.0,"This is as good as any buffet we have ever eaten at. Very fresh, flavorful, wonderfully prepared food. The ambiance in the dining room is quiet and beautiful. You will not regret coming here.",0x80994085fb82f81f:0xb80b42ad6bfc3176,Island Buffet,39.4976365,-119.7999685,"['Buffet restaurant', 'Restaurant']",4.2,458,relevant
100203374507862787818,Dave Williams,2018-10-24 05:46:40,1.0,No people skills and over.priced,0x80ce447668d041d3:0xe7c955d5ff5e73dc,Aldape's Market is out of business,35.1409842,-114.6222773,"['Grocery store', 'Supermarket']",3.8,258,relevant
112645031953484563285,Ernie A,2017-01-25 13:13:20,3.0,Too much smoke in the air for such a nice hotel & casino,0x809941da678e7fcf:0xf52c25edc8e5c982,Atlantis Casino Resort,39.4889071,-119.7936863,"['Resort hotel', 'Casino', 'Hotel']",4.3,9998,relevant
101616014455788428722,Alicia Chavez,2019-03-27 18:06:40,4.0,Nice places but dose get super busy,0x80c8cfb57c1593b3:0x8e6b3da54b69cf0e,Legacy Women's Health,36.0355505,-115.1177797,"[""Women's health clinic""]",3.5,37,relevant
116285524330823603922,Scott Burley,2021-04-24 02:06:40,5.0,"I am not one of those people from Louisiana that knows the southern food well, but I can tell you this food was great! Super nice change from the same old thing.",0x80c8eb682be17b6d:0x9c61c8c4c5915636,DB's Cajun Kitchen,36.2384345,-115.2324082,['Cajun restaurant'],4.5,108,relevant
100260129043727682443,John Bright,2017-02-21 15:13:20,4.0,"Fun place to go, if you've never been before. Not a lot changes year to year though, so if you frequent vegas, and have gone before, you can skip it.",0x80c8c43dd68e55e5:0x49a6cd9065f309a7,Madame Tussauds Las Vegas,36.12123,-115.1714421,['Tourist attraction'],4.4,5553,relevant
102697543365799608866,Brenda Podnar,2019-02-04 22:40:00,2.0,"I have been pretty happy with this restaurant over the years even though there are times When you walk in and there is an aura in the air as if you are not important. On Saturday, We had a problem and manager, waitress and bartender handled situation as if we were the problem. As many times I have gone into this restaurant, I can say the employees need training on the appropriate way of handling customers. The employees aura could use an improvement. The customers are your business!",0x80994069562ef1e5:0x70e82b59f50ca491,M3,39.4761815,-119.8071476,['American restaurant'],4.3,248,relevant
111209632250616012375,Darcie Jenkins,2021-01-10 03:40:00,4.0,"Ordered delivery through Postmates. We ordered two pizzas; a thin crust and Sicilian style pizza, fettucine alfredo, appetizer sampler and garlic bread. The pizza was good, but was a little cold. Same with the appetizers. I'm sure they would both have been better fresh. We preferred the thin crust pizza. We would order the fried ravioli again, but probably not the mushrooms, zucchini or mozzarella sticks. Again, this was delivery so it probably affected the quality. Fettucine was good, lots of sauce, but we prefer more garlic and would ask for that if we ordered again. The marinara sauce that came with the appetizers was very good. Both pizzas were huge. Good value for the price.",0x80c8c124d00b4e2b:0xc42765dc240d7f8c,New York Pizza & Pasta,36.1451678,-115.2245051,"['Pizza restaurant', 'Takeout Restaurant', 'Pizza delivery']",4.6,536,relevant
111920338687529649981,Rhoda Beachy,2019-09-13 18:40:00,5.0,Fun place to hang!!!,0x80c8c43dd68e55e5:0x49a6cd9065f309a7,Madame Tussauds Las Vegas,36.12123,-115.1714421,['Tourist attraction'],4.4,5553,relevant
115664782627301332411,Lynne Grill,2016-02-07 04:40:00,4.0,Very well appointed rooms friendly and helpful staff beautiful recreation area close to everything downtown would recommend a car parking is very easy,0x80c8c430cb5147bd:0x7739e012bcbfe8e4,Club Wyndham Grand Desert,36.1071835,-115.1614296,"['Resort hotel', 'Hotel', 'Vacation home rental agency']",4.4,6788,relevant
115971902679322745137,Sonia Burkhalter,2019-01-28 01:46:40,5.0,The best place for karaoke. The owners are always sweet and helpful. Private rooms. Good atmosphere. And you can buy drinks here. You have to be 21 or older or if youre a minor be with you parents.,0x80c8c5013f6f7f47:0x6bb6456b1dbb2d89,GoGo Karaoke,36.1068924,-115.136012,['Karaoke bar'],4.7,474,relevant
116241452896569889478,Javina Quilici,2018-06-17 21:13:20,2.0,"Above average price and below average quality! The restaurant was nearly empty, it took over 30 minutes just for our food to come out but they brought two out of three meals. 5 minutes later they came back to ask if everything was okay, I told them they forgot one of our meals but we didn't need it at this point. Another 10 minutes later, once everyone was finished eating, the final meal came out. Honestly wouldn't go back.",0x80c8bf6e3e826669:0x31139359b29ac47d,Archi's Thai Cafe,36.1471757,-115.3000991,"['Thai restaurant', 'Asian restaurant', 'Restaurant', 'Southeast Asian restaurant']",4.2,438,relevant
115992993043387270663,Vivian Estrada,2019-10-27 04:20:00,5.0,Always a good time!!,0x80c8c3a00753db23:0xd1adfef5affb8705,Downtown Grand Hotel & Casino,36.1716389,-115.1416128,"['Hotel', 'Casino']",4.2,7258,relevant
106693676887685501201,Angel Baez,2019-12-10 20:33:20,5.0,Great attitude great customer service with a smile,0x80c8c1b54697522d:0xca362f7e3666cecd,Green Road Smog check station,36.2032401,-115.2063948,['Smog inspection station'],4.8,158,relevant
105451673780567392611,Tassia Reed,2020-08-21 20:00:00,2.0,Why use a punch card system with 7car washes and the 8th one was supposed to be free that didn't happen I have been going here for years and I loved the service until NOW I still had to pay for a car wash on the 8th wash that wasn't FREE,0x80c8db6643c79ad9:0x9ce2198944512f80,Premier Car Wash,36.1587427,-115.0662273,"['Car wash', 'Car detailing service']",4.0,308,relevant
102621047498437081596,Khanh Huynh,2020-01-15 01:00:00,4.0,Has some cool items if you're a die hard fan,0x80c8c42cbe74c97b:0x1341c0274e5a4b94,In-N-Out Company Store,36.1018408,-115.181922,"['Store', 'Clothing store', 'Department store', 'Gift shop', 'Novelty store', 'Souvenir store']",4.7,34,relevant
108373511887613372452,Necole D,2019-11-26 23:13:20,5.0,"I just wanted to take a second to mention the more than outstanding customer service I have gotten from Ms. Brittany Anderson! She helped my fiance and I (purchase a beautiful accent cabinet) with compassion, care and understanding! In a day and age when competition is fierce, the only thing to me that sets like companies apart is the kind of attentiveness and courteous customer service that she has given me. Thank you so much for all of your assistance! She is a very hard working individual and she pays attention to detail. She is a rare gem! I can't wait for the delivery of our new cabinet.",0x80c8c3b9a0253ae9:0x855f78efd024d03e,Ashley HomeStore,36.173941,-115.159179,"['Furniture store', 'Bedroom furniture store', ""Children's furniture store"", 'Mattress store', 'Outdoor furniture store']",4.2,1178,relevant
106016326872318974677,Francisco Campos,2019-08-15 23:00:00,5.0,(Translated by Google) Kensy Herrera good treatment good attention and I got the fast credit thank you very much (Original) Kensy Herrera buen trato buena atencion y me approvaron el crédito rápido muchas gracias,0x80c8c17ba8c7c215:0xf809163ce2e8f9f1,Curacao,36.171234,-115.19751,"['Department store', 'Appliance store', 'Car stereo store', 'Cosmetics store', 'Electronics store', 'Furniture store', 'Home goods store', 'Jewelry store', 'Mattress store', 'Video game store']",4.4,2726,relevant
106409784011429660080,Tom Weisser,2018-01-31 20:20:00,5.0,Great service,0x80993f7c4456c51f:0x516b96d8799ecfd1,Costco Wholesale,39.5030121,-119.7849448,"['Warehouse store', 'Department store']",4.5,4379,relevant
118164513943703565555,Mary Mitchell,2020-07-19 23:06:40,5.0,Had a great time. Very clean and observant of the mask mandate. Polite and nice. Cant wait to go again.,0x80c8c43c44cae095:0x77c9c8f2a2af3ff7,Caesars Palace,36.1161685,-115.174499,"['Hotel', 'Casino', 'Indoor lodging', 'Tourist attraction']",4.6,9998,relevant
115787561927653818998,Laura Paasch,2021-04-02 19:00:00,5.0,My experience was awesome. The entire staff was so nice and at no point did I feel any pressure. Erik is the best! He was patient and informative. He went above and beyond. I love my new Q3.,0x80c8c125d4696f09:0x427c57daddb2f04b,Audi Las Vegas,36.1433362,-115.2301826,"['Audi dealer', 'Auto parts store', 'Auto repair shop', 'Car accessories store', 'Car dealer', 'Used car dealer']",4.5,1344,relevant
102800611679807257340,A S,2021-05-19 21:33:20,1.0,GNCU is as terrible as Wells Fargo and B of A. There is ZERO customer service. Their Drive Up windows are all automated now and totally worthless. In the process of finding a new credit union that actually still takes care of their members!,0x8099390a34ce613b:0x4a4eaf32e8cbd57a,Greater Nevada Credit Union,39.5866026,-119.7239639,"['Credit union', 'ATM', 'Financial institution']",3.6,44,relevant
107324449530865523369,Hedy Arely Ruiz,2020-01-20 00:26:40,5.0,,0x80c8c6b400c01771:0xb6bcb673ce054f05,Desert Crossing,36.1311396,-115.2069362,['Shopping mall'],4.2,887,irrelevant
105688539382610555671,IF A BED BUG WAS A PERSON I'D BE THE PRIME EXAMPLE,2017-07-06 11:20:00,3.0,Not bad of a place,0x80c8c506baeaa995:0xcbf45add6845103b,University Gardens Shopping Center,36.1051387,-115.1358296,['Shopping mall'],4.0,577,relevant
116307186139284425051,denise leavitt,2019-07-24 03:46:40,4.0,I've had better corn dogs.,0x80993eda37a11af3:0x114527147ece9e4b,Wienerschnitzel,39.5371933,-119.7354736,"['Fast food restaurant', 'Hot dog restaurant', 'Restaurant']",4.0,674,relevant
106626115742692447243,Ben Koller,2020-11-18 20:06:40,5.0,Always on time and very professional! I will always bring my Toyota's here!,0x80993f7d7198f873:0x8785f47da9e75cdf,Dolan Toyota,39.5028924,-119.7882139,"['Toyota dealer', 'Car accessories store', 'Car dealer', 'Car finance and loan company', 'Car leasing service', 'Truck dealer', 'Used car dealer', 'Used truck dealer']",4.6,5293,relevant
113871823394260620678,Nathan Davey,2020-07-08 23:13:20,5.0,Great opportunity for real estate agent and broker training. It prepared me to pass the exam on my first try! The instructors are helpful and prompt to answer any questions.,0x80c8bf36f02cba09:0xb8b5fd84e2eb9432,ARTI® Academics,38.588882,-115.4298294,"['Real estate school', 'Service establishment', 'Real estate agents']",4.9,195,relevant
100201040717075899765,Chris N.,2020-11-22 21:20:00,3.0,Food is okay but the drinks are the best! I've had the food 2 different times and although it's always hot and fresh there is just something about it that I'm not a fan of.,0x80c8bff27930b81b:0x487fee6c3ebdee02,Zero Degrees,36.1245468,-115.2974359,"['Fast food restaurant', 'Restaurant']",4.4,96,relevant
111119438576319391664,Veronica Miller,2016-11-20 16:40:00,5.0,"Their prices were perfect, and the product was of great quality. They had me digital images of what I was ordering within 24 hours of requesting a quote. I am more than happy with their service, and I look forward to using them again and again.",0x80c8c16a017d4cd9:0xb11e90ecb3a585de,FASTSIGNS,36.1586477,-115.2357388,"['Sign shop', 'Banner store', 'Commercial printer', 'Digital printer', 'Exhibit', 'Graphic designer', 'Marketing consultant', 'Print shop']",4.9,156,relevant
102839987749552195159,chuck nelson,2021-04-09 03:46:40,1.0,"Person I spoke to on phone and made reservation with neglected to inform me that I needed all vaccination records or no admittance. The Owner refused to believe me about being unaware of records requirement and kept contradicting me, she then made a snap judgement that my dog was too aggressive. (He had barked at another dog), my dog is a large Black Lab and most of their dogs were small dogs. They checked my dog to see if he was ok and they said he was so. I was on time for drop off 4:30 after riding Kirkwood that day but it was a no go because of no records. As I stated I cannot follow rules that I am unaware of. They did attempt to help us find another sitter and were professional after the initial problems, I do respect their standards after they were explained them however this was the first time I had ever used a boarding facility and was flying blind on the occasion. I would say that they are pros however.",0x80999a9cf2cb0739:0x154a1685c86639ba,Hair Of The Dog Pet Concierge,38.9630365,-119.9407496,"['Dog day care center', 'Boarding house', 'Dog walker', 'Pet groomer']",4.4,38,relevant
100276744017341560691,Ken A,2018-06-29 02:40:00,3.0,$33 for breakfast with coffee and tip. Home fries not so good biscuits and gravy were not that great... lacked sausage. My wife's Omelet looked good.Decent service and my eggs were cooked correctly. Looks like they have good dinners.,0x80c8ea3e4ec89ccf:0xf0dd46da8adb068a,Harvest Cafe,36.2375445,-115.20922,['American restaurant'],4.5,498,relevant
116785443410231133754,Heather Mccabe,2017-06-27 21:46:40,5.0,Always fast and have great patience with my 4 year old,0x8099a1c4d29dec89:0xd5c9dc289ddb9da4,TeamClips,39.111761,-119.776632,"['Barber shop', 'Hair salon']",3.7,46,relevant
108767344877791651964,estuardo herarrte,2019-05-14 02:13:20,5.0,Very nice people,0x80c8c42ea7c23339:0x11f268ff37e93cf8,Homewood Suites by Hilton Las Vegas City Center,36.1060223,-115.1819441,['Extended stay hotel'],4.5,578,relevant
116911798594678194734,April McLeod,2018-05-31 23:40:00,4.0,Very nice staff. Great fabric selection. Prices reasonable.,0x80993f87c21e9a0f:0x1cbd0c97a44a14db,JOANN Fabrics and Crafts,39.4881247,-119.7866634,"['Fabric store', 'Baking supply store', 'Bead store', 'Craft store', 'Knit shop', 'Picture frame shop', 'Scrapbooking store', 'Seasonal goods store', 'Sewing shop', 'Yarn store']",4.2,658,relevant
109194081200068950482,Steffany Chavez,2018-11-21 06:00:00,5.0,Pleasing,0x80c8c388aee8518f:0xb9dd7a904d40fe40,Jack in the Box,36.1523671,-115.1536582,"['Fast food restaurant', 'Breakfast restaurant', 'Chicken restaurant', 'Hamburger restaurant']",3.7,1521,relevant
116617455226883580787,Elisa Nunez,2019-06-29 17:40:00,4.0,"New tower, this was my dream hotel to stay here, and I got the chance, it's a beautiful room but I just expected more. The pool is gorgeous as well as the grounds.",0x80c8c43c44cae095:0x77c9c8f2a2af3ff7,Caesars Palace,36.1161685,-115.174499,"['Hotel', 'Casino', 'Indoor lodging', 'Tourist attraction']",4.6,9998,relevant
117139247042141829259,Ruth Hanson,2017-11-25 08:53:20,5.0,Daughter loves this place. Very nice enviroment peaceful,0x80c8c02e6af416c5:0xef3d57daf54fb4b1,Barnes & Noble,36.2001386,-115.2436577,"['Book store', 'Cafe', 'Childrens book store', 'Hobby store', 'Toy store']",4.6,1776,relevant
116852476328657839363,natalscar,2020-03-02 14:40:00,3.0,The food was alright and staff were okay. I would go again on occasion.,0x8099469413793185:0x87cea1cd39521b05,Flowing Tide,39.5353639,-119.8627995,"['Pub', 'Bar & grill', 'Restaurant']",4.4,368,relevant
102495732247222053336,C,2017-02-15 03:40:00,5.0,Delivery is always good thank you guys!,0x80c8ce714f962f85:0x2fac5256a14c6883,Angelina's Pizzeria,35.9967524,-115.1246413,"['Pizza delivery', 'Takeout Restaurant']",3.7,304,relevant
104084067673091556644,Alan LaRage,2017-05-02 15:46:40,5.0,Better than gameworks for sure. Better drinks and staff and management are nice,0x80c8be555c2b005f:0xd3fc9691c1a15be0,Dave & Buster's,36.1488753,-115.3320327,"['Restaurant', 'Amusement center', 'Bar & grill', 'Cocktail bar', 'Sports bar', 'Video arcade']",4.3,3310,relevant
102405168460262168639,Adetunji Babawale,2019-08-18 23:13:20,5.0,"Awesome food, we will definitely come back",0x80c8c508c3341de3:0x5a321fb755275b24,Nigerian Cuisine by MJ,36.0986018,-115.1361431,"['West African restaurant', 'African restaurant']",4.5,1058,relevant
117609049200925666557,Dan Clements,2020-12-18 22:20:00,5.0,Great BBQ store! They had great gifts for my son. And a replacement thermometer for his grill. Cool grills too. Worth checking out.,0x80993ee08e3edfb3:0xdef07f3068c8b897,The Spa & Sauna Shop Sparks,39.5278289,-119.7389776,"['Hot tub store', 'Billiards supply store', 'Grill store', 'Hot tub repair service', 'Lighting store', 'Sauna', 'Swimming pool supply store']",4.4,28,relevant
111361957931380352280,Sharown Summers,2017-09-01 18:20:00,4.0,"Moving is never fun, it hard work. After a long hard moving experience We chose this storage facility. Becky, the desk person was amazinf and helpful through the whole process. Even a month later downsizing to a smaller unit, she showed her genuine helpful self again. Its always nice to have great cusomer service with a smile. Thanks BECKY FOR SHOWING KINDNESS AND COMPASSION.",0x80c8c0e2c245eb9f:0x2a2c266a4ff16e1c,Public Storage,36.158139,-115.238302,"['Self-storage facility', 'Automobile storage facility', 'Boat storage facility', 'Moving supply store', 'RV storage facility', 'Storage facility']",4.7,298,relevant
114130808161522659872,Kierra Brewer,2017-01-26 17:00:00,4.0,Employees willing to go above and beyond to correct mistakes. The Turkey Del Taco tastes great!,0x80c8e9e9abc3d5b5:0xf788ad63fe7d79e8,Del Taco,36.2390665,-115.167819,"['Fast food restaurant', 'American restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant']",3.7,678,relevant
103033564746032670981,Nicole Edwards,2017-09-29 18:33:20,5.0,It was a little pricey after but my truck look beautiful will go back,0x80c8c65000000001:0x3210026c007df1d6,Time 2 Tint,36.111104,-115.1985637,['Window tinting service'],4.3,58,relevant
100221258926717935401,Christina Dixon,2021-04-17 03:26:40,1.0,Today we go in about every two weeks or so and have never been treated the way we were treated today by the nail techs. Very disappointed. Diane did a fabulous job on mine and my daughters nails other then I soaked and had to remove my old set myself. I went on for a new set and my youngest daughter had a new set and pedicure my oldest was asked several times if she was getting a pedicure and she said yes by the time my set was done and my youngest was just about done my oldest was still waiting being passed over and ignored and treated very poorly. Diane was great but the one tech we used was very rude today and completely continued to pass over us at our appointment time and took others that came in after us. I don't think we will be returning ever again. Very very upset. And disappointed in the way we were treated today. Thank you Diane you did an amazing job on mine and my daughters sets today.,0x8099a00cbea04a2b:0x8d49ad9d0540d39,Get Nailed,39.1565889,-119.7660306,['Nail salon'],3.6,118,relevant
110868141955384450928,Mike Petersen,2018-08-28 01:33:20,5.0,Wow! Our room was very comfortable and clean. It looked brand new. Check in was easy with kiosk. Everyone treated us well and were happy about our stay. We'll be back!,0x80c8c43c44cae095:0x77c9c8f2a2af3ff7,Caesars Palace,36.1161685,-115.174499,"['Hotel', 'Casino', 'Indoor lodging', 'Tourist attraction']",4.6,9998,relevant
110301990597411835087,Andre Moore,2020-10-01 08:13:20,5.0,I love this gym,0x80c8c7c7872da85d:0x481e33fab2d43def,Planet Fitness,36.06459,-115.25081,"['Gym', 'Fitness center', 'Personal trainer', 'Spa and health club', 'Tanning salon']",4.1,287,relevant
111304278634883309920,Raymond Alpert,2017-12-08 16:20:00,4.0,"Huge outlet mall just north of The Strip near The World Market, The Smith Center & the Lou Ruvo Cleveland Clinic Center for Brain Health.",0x80c8c396eaebca97:0xe531334800dea520,Las Vegas North Premium Outlets,36.1640488,-115.1575135,['Outlet mall'],4.4,9998,relevant
